search_date,source_link,headline,text
2025-06-29T02:49:25.027750,"https://youtube.com/search?q=Given the general nature of the instructions, I'll choose a specific topic for concrete examples. Let's select ""renewable energy sources.""","Error searching YouTube for: Given the general nature of the instructions, I'll choose a specific topic for concrete examples. Let's select ""renewable energy sources.""","Error: Cannot connect to host localhost:8000 ssl:default [Connect call failed ('127.0.0.1', 8000)]"
2025-06-29T02:49:25.029998,https://youtube.com/search?q=1. Renewable energy sources examples,Error searching YouTube for: 1. Renewable energy sources examples,"Error: Cannot connect to host localhost:8000 ssl:default [Connect call failed ('127.0.0.1', 8000)]"
2025-06-29T02:49:25.033203,https://youtube.com/search?q=- Broadening the scope to include examples of renewable energy.,Error searching YouTube for: - Broadening the scope to include examples of renewable energy.,"Error: Cannot connect to host localhost:8000 ssl:default [Connect call failed ('127.0.0.1', 8000)]"
2025-06-29T02:49:25.035643,https://youtube.com/search?q=2. Benefits of renewable energy vs fossil fuels,Error searching YouTube for: 2. Benefits of renewable energy vs fossil fuels,"Error: Cannot connect to host localhost:8000 ssl:default [Connect call failed ('127.0.0.1', 8000)]"
2025-06-29T02:49:25.038281,https://youtube.com/search?q=- Query expansion to compare renewable energy with fossil fuels.,Error searching YouTube for: - Query expansion to compare renewable energy with fossil fuels.,"Error: Cannot connect to host localhost:8000 ssl:default [Connect call failed ('127.0.0.1', 8000)]"
2025-06-29T02:49:25.042180,https://youtube.com/search?q=3. How do solar panels work?,Error searching YouTube for: 3. How do solar panels work?,"Error: Cannot connect to host localhost:8000 ssl:default [Connect call failed ('127.0.0.1', 8000)]"
2025-06-29T02:49:25.044695,https://youtube.com/search?q=- Narrowing the scope to focus on a specific type of renewable energy.,Error searching YouTube for: - Narrowing the scope to focus on a specific type of renewable energy.,"Error: Cannot connect to host localhost:8000 ssl:default [Connect call failed ('127.0.0.1', 8000)]"
2025-06-29T02:49:25.049076,https://youtube.com/search?q=4. Trends in renewable energy technology 2023,Error searching YouTube for: 4. Trends in renewable energy technology 2023,"Error: Cannot connect to host localhost:8000 ssl:default [Connect call failed ('127.0.0.1', 8000)]"
2025-06-29T02:49:25.051709,https://youtube.com/search?q=- Query modification to focus on current trends within the renewable energy sector.,Error searching YouTube for: - Query modification to focus on current trends within the renewable energy sector.,"Error: Cannot connect to host localhost:8000 ssl:default [Connect call failed ('127.0.0.1', 8000)]"
2025-06-29T02:49:25.057009,https://youtube.com/search?q=5. Government policies promoting renewable energy worldwide,Error searching YouTube for: 5. Government policies promoting renewable energy worldwide,"Error: Cannot connect to host localhost:8000 ssl:default [Connect call failed ('127.0.0.1', 8000)]"
2025-06-29T02:49:25.060511,https://youtube.com/search?q=- Broadening the scope to include a global perspective on governmental support.,Error searching YouTube for: - Broadening the scope to include a global perspective on governmental support.,"Error: Cannot connect to host localhost:8000 ssl:default [Connect call failed ('127.0.0.1', 8000)]"
